Milksop GPL Reflasher - 0.12 - (c)2002 andy@warmcat.com

CheapI2C on printer port at 0x378
Starting realtime...
Entering capture mode, your PC will appear frozen - press any key to end
      0uS: 50 W 00 
    653uS: 50 r 84 
 68.017mS: 21 W 00 05 
  1.054mS: 21 W 00 
    652uS: 21 r 
  3.487mS: 21 W 09 
    652uS: 21 r 00 
    714uS: 21 W 01 48 
  1.055mS: 21 W 03 20 
  1.055mS: 21 W 04 90 
  1.055mS: 21 W 05 90 
  1.055mS: 21 W 06 EB 
  1.055mS: 21 W 07 E0 
  1.056mS: 21 W 08 68 
  1.060mS: 21 W 0E 0D 
  1.055mS: 21 W 0F 30 
  1.055mS: 21 W 10 06 
  1.056mS: 21 W 11 00 
  1.056mS: 21 W 12 9D 
  1.059mS: 21 W 13 80 
  1.055mS: 21 W 14 00 
  1.054mS: 21 W 15 04 
  1.056mS: 21 W 16 11 
  1.055mS: 21 W 17 98 
  1.058mS: 21 W 18 40 
  1.055mS: 21 W 19 80 
  1.056mS: 21 W 1A 77 
  1.055mS: 21 W 1B 42 
  1.060mS: 21 W 1C A9 
  1.056mS: 21 W 1D 01 
  1.056mS: 21 W 30 BC 
  1.055mS: 21 W 31 DF 
  1.056mS: 21 W 32 02 
  1.060mS: 21 W 34 F2 
  1.055mS: 21 W 35 00 
  1.056mS: 21 W 36 2D 
  1.055mS: 21 W 38 03 
  1.056mS: 21 W 39 10 
  1.055mS: 21 W 3A 00 
  1.056mS: 21 W 40 00 
  1.056mS: 21 W 80 00 
  1.056mS: 21 W 81 01 
  1.059mS: 21 W 82 00 
  1.056mS: 21 W 83 01 
  1.055mS: 21 W 84 20 
  1.055mS: 21 W 85 21 
  1.056mS: 21 W 86 C5 
  1.059mS: 21 W 87 01 
  1.055mS: 21 W 88 D0 
  1.055mS: 21 W 91 40 
  1.054mS: 21 W 92 40 
  1.056mS: 21 W 93 80 
  1.056mS: 21 W 94 02 
  1.055mS: 21 W 95 00 
  1.055mS: 21 W 96 D0 
  1.056mS: 21 W 97 02 
